date,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,temperature_sampling,temperature_incubation_avg,T0_TF,dilution,nutrient_treatment,replicate_bottle,replicate_chl,filter_size,vol_filtered,vol_extracted,dilution_factor,Fs,r,fo,fa,blank,blank_acid,fo_blank,fa_blank,fo_fa,chl,phaeo,iode_quality_flag
20220512,5/12/2022 7:15,5/12/2022 9:50,5/13/2022 8:25,10.7,11.5,TF,dil,N,b,a,>10&<200,180,6,1,0.865,2.179,26.4,13,1.11,1,NaN,NaN,NaN,NaN,NaN,NaN
20220512,5/12/2022 7:15,5/12/2022 9:50,5/13/2022 8:25,10.7,11.5,TF,dil,N,b,b,>10&<200,180,6,1,0.865,2.179,26.8,13.3,1.11,1,NaN,NaN,NaN,NaN,NaN,NaN
20220512,5/12/2022 7:15,5/12/2022 9:50,5/13/2022 8:25,10.7,11.5,TF,dil,N,b,c,>10&<200,180,6,1,0.865,2.179,26.1,13,1.11,1,NaN,NaN,NaN,NaN,NaN,NaN
20220512,5/12/2022 7:15,5/12/2022 9:50,5/13/2022 8:25,10.7,11.5,TF,wsw,NoN,a,a,>10&<200,180,6,1,0.865,2.179,74.2,36.5,1.11,1,NaN,NaN,NaN,NaN,NaN,NaN
20220512,5/12/2022 7:15,5/12/2022 9:50,5/13/2022 8:25,10.7,11.5,TF,wsw,NoN,a,b,>10&<200,180,6,1,0.865,2.179,105,51.4,1.11,1,NaN,NaN,NaN,NaN,NaN,NaN
20220512,5/12/2022 7:15,5/12/2022 9:50,5/13/2022 8:25,10.7,11.5,TF,wsw,NoN,a,c,>10&<200,180,6,1,0.865,2.179,126,61.4,1.11,1,NaN,NaN,NaN,NaN,NaN,NaN
20220512,5/12/2022 7:15,5/12/2022 9:50,5/13/2022 8:25,10.7,11.5,TF,wsw,NoN,b,a,>10&<200,180,6,1,0.865,2.179,59.4,30.3,1.11,1,NaN,NaN,NaN,NaN,NaN,NaN
20220512,5/12/2022 7:15,5/12/2022 9:50,5/13/2022 8:25,10.7,11.5,TF,wsw,NoN,b,b,>10&<200,180,6,1,0.865,2.179,75,36.8,1.11,1,NaN,NaN,NaN,NaN,NaN,NaN
20220512,5/12/2022 7:15,5/12/2022 9:50,5/13/2022 8:25,10.7,11.5,TF,wsw,NoN,b,c,>10&<200,180,6,1,0.865,2.179,116,56.3,1.11,1,NaN,NaN,NaN,NaN,NaN,NaN
20220512,5/12/2022 7:15,5/12/2022 9:50,5/13/2022 8:25,10.7,11.5,TF,wsw,N,a,a,>10&<200,180,6,1,0.865,2.179,80.2,39.7,1.11,1,NaN,NaN,NaN,NaN,NaN,NaN
20220512,5/12/2022 7:15,5/12/2022 9:50,5/13/2022 8:25,10.7,11.5,TF,wsw,N,a,b,>10&<200,180,6,1,0.865,2.179,125,61.3,1.11,1,NaN,NaN,NaN,NaN,NaN,NaN
20220512,5/12/2022 7:15,5/12/2022 9:50,5/13/2022 8:25,10.7,11.5,TF,wsw,N,a,c,>10&<200,180,6,1,0.865,2.179,115,56.6,1.11,1,NaN,NaN,NaN,NaN,NaN,NaN
20220512,5/12/2022 7:15,5/12/2022 9:50,5/13/2022 8:25,10.7,11.5,TF,wsw,N,b,a,>10&<200,180,6,1,0.865,2.179,99.6,48.6,1.11,1,NaN,NaN,NaN,NaN,NaN,NaN
20220512,5/12/2022 7:15,5/12/2022 9:50,5/13/2022 8:25,10.7,11.5,TF,wsw,N,b,b,>10&<200,180,6,1,0.865,2.179,145,71.1,1.11,1,NaN,NaN,NaN,NaN,NaN,NaN
20220512,5/12/2022 7:15,5/12/2022 9:50,5/13/2022 8:25,10.7,11.5,TF,wsw,N,b,c,>10&<200,180,6,1,0.865,2.179,90.8,44,1.11,1,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,T0,dil,NA,NA,a,>0&<200,180,6,1,0.865,2.179,18.2,11.1,0.96,0.96,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,T0,dil,NA,NA,b,>0&<200,180,6,1,0.865,2.179,20.2,12.1,0.96,0.96,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,T0,dil,NA,NA,c,>0&<200,180,6,1,0.865,2.179,19.1,11.4,0.96,0.96,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,T0,dil,NA,NA,a,>10&<200,180,6,1,0.865,2.179,8.1,4.5,0.96,0.96,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,T0,dil,NA,NA,b,>10&<200,180,6,1,0.865,2.179,8.3,4.7,0.96,0.96,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,T0,dil,NA,NA,c,>10&<200,180,6,1,0.865,2.179,8.7,5,0.96,0.96,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,T0,wsw,NA,NA,a,>0&<200,180,6,1,0.865,2.179,95.5,55.9,0.96,0.96,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,T0,wsw,NA,NA,b,>0&<200,180,6,1,0.865,2.179,74.6,43.9,0.96,0.96,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,T0,wsw,NA,NA,c,>0&<200,180,6,1,0.865,2.179,92.3,54.8,0.96,0.96,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,T0,wsw,NA,NA,a,>10&<200,180,6,1,0.865,2.179,29.5,15.1,0.96,0.96,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,T0,wsw,NA,NA,b,>10&<200,180,6,1,0.865,2.179,29.4,15,0.96,0.96,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,T0,wsw,NA,NA,c,>10&<200,180,6,1,0.865,2.179,30,15.4,0.96,0.96,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,dil,N,a,a,>0&<200,180,6,1,0.865,2.179,32.4,19,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,dil,N,a,b,>0&<200,180,6,1,0.865,2.179,33.7,19.7,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,dil,N,a,c,>0&<200,180,6,1,0.865,2.179,34.7,20.1,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,dil,N,b,a,>0&<200,180,6,1,0.865,2.179,23.2,13.6,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,dil,N,b,b,>0&<200,180,6,1,0.865,2.179,36.5,21.2,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,dil,N,b,c,>0&<200,180,6,1,0.865,2.179,36.3,21,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,NoN,a,a,>0&<200,180,6,1,0.865,2.179,101,57.9,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,NoN,a,b,>0&<200,180,6,1,0.865,2.179,100,57.6,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,NoN,a,c,>0&<200,180,6,1,0.865,2.179,100,57.2,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,NoN,b,a,>0&<200,180,6,1,0.865,2.179,102,58.4,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,NoN,b,b,>0&<200,180,6,1,0.865,2.179,107,62.6,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,NoN,b,c,>0&<200,180,6,1,0.865,2.179,94,54.3,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,N,a,a,>0&<200,180,6,1,0.865,2.179,126,70.5,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,N,a,b,>0&<200,180,6,1,0.865,2.179,125,69.8,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,N,a,c,>0&<200,180,6,1,0.865,2.179,114,64.5,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,N,b,a,>0&<200,180,6,1,0.865,2.179,144,80.1,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,N,b,b,>0&<200,180,6,1,0.865,2.179,128,71,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,N,b,c,>0&<200,180,6,1,0.865,2.179,140,77.2,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,dil,N,a,a,>10&<200,180,6,1,0.865,2.179,20,11.4,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,dil,N,a,b,>10&<200,180,6,1,0.865,2.179,18.9,9.7,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,dil,N,a,c,>10&<200,180,6,1,0.865,2.179,27.9,14.5,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,dil,N,b,a,>10&<200,180,6,1,0.865,2.179,22.9,11.4,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,dil,N,b,b,>10&<200,180,6,1,0.865,2.179,25.5,12.5,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,dil,N,b,c,>10&<200,180,6,1,0.865,2.179,18.5,9.4,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,NoN,a,a,>10&<200,180,6,1,0.865,2.179,53.3,26.3,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,NoN,a,b,>10&<200,180,6,1,0.865,2.179,52.8,25.8,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,NoN,a,c,>10&<200,180,6,1,0.865,2.179,55.2,26.4,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,NoN,b,a,>10&<200,180,6,1,0.865,2.179,52.7,26,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,NoN,b,b,>10&<200,180,6,1,0.865,2.179,52.5,26.1,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,NoN,b,c,>10&<200,180,6,1,0.865,2.179,54.1,26.7,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,N,a,a,>10&<200,180,6,1,0.865,2.179,78.6,38,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,N,a,b,>10&<200,180,6,1,0.865,2.179,68.7,33,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,N,a,c,>10&<200,180,6,1,0.865,2.179,83,39.3,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,N,b,a,>10&<200,180,6,1,0.865,2.179,82.8,40.6,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,N,b,b,>10&<200,180,6,1,0.865,2.179,66.8,32.8,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220516,5/16/2022 7:15,5/16/2022 9:45,5/17/2022 8:16,12.5,13.7,TF,wsw,N,b,c,>10&<200,180,6,1,0.865,2.179,69.4,34,1.05,1.04,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,T0,dil,NA,NA,a,>0&<200,180,6,1,0.865,2.179,25.7,15.7,0.96,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,T0,dil,NA,NA,b,>0&<200,180,6,1,0.865,2.179,25.8,15.1,0.96,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,T0,dil,NA,NA,c,>0&<200,180,6,1,0.865,2.179,25.1,14.5,0.96,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,T0,dil,NA,NA,a,>10&<200,180,6,1,0.865,2.179,11.6,6.2,0.96,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,T0,dil,NA,NA,b,>10&<200,180,6,1,0.865,2.179,10.1,5.7,0.96,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,T0,dil,NA,NA,c,>10&<200,180,6,1,0.865,2.179,11.9,6.4,0.96,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,T0,wsw,NA,NA,a,>0&<200,180,6,1,0.865,2.179,120,70,0.96,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,T0,wsw,NA,NA,b,>0&<200,180,6,1,0.865,2.179,107,64.4,0.96,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,T0,wsw,NA,NA,c,>0&<200,180,6,1,0.865,2.179,113,65.1,0.96,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,T0,wsw,NA,NA,a,>10&<200,180,6,1,0.865,2.179,55,26.9,0.96,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,T0,wsw,NA,NA,b,>10&<200,180,6,1,0.865,2.179,44.7,22.7,0.96,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,T0,wsw,NA,NA,c,>10&<200,180,6,1,0.865,2.179,53,26.8,0.96,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,dil,N,a,a,>0&<200,180,6,1,0.865,2.179,39.3,22.7,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,dil,N,a,b,>0&<200,180,6,1,0.865,2.179,39.6,23.4,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,dil,N,a,c,>0&<200,180,6,1,0.865,2.179,43.6,24,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,dil,N,b,a,>0&<200,180,6,1,0.865,2.179,41.1,23.1,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,dil,N,b,b,>0&<200,180,6,1,0.865,2.179,38.9,22.1,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,dil,N,b,c,>0&<200,180,6,1,0.865,2.179,39.6,24.5,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,NoN,a,a,>0&<200,180,6,1,0.865,2.179,132,81.7,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,NoN,a,b,>0&<200,180,6,1,0.865,2.179,133,80.8,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,NoN,a,c,>0&<200,180,6,1,0.865,2.179,139,78.4,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,NoN,b,a,>0&<200,180,6,1,0.865,2.179,148,83.6,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,NoN,b,b,>0&<200,180,6,1,0.865,2.179,140,79.6,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,NoN,b,c,>0&<200,180,6,1,0.865,2.179,142,80.2,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,N,a,a,>0&<200,180,6,1,0.865,2.179,181,97.7,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,N,a,b,>0&<200,180,6,1,0.865,2.179,158,108,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,N,a,c,>0&<200,180,6,1,0.865,2.179,187,103,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,N,b,a,>0&<200,180,6,1,0.865,2.179,183,97.8,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,N,b,b,>0&<200,180,6,1,0.865,2.179,60.2,33.6,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,N,b,c,>0&<200,180,6,1,0.865,2.179,183,95.8,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,dil,N,a,a,>10&<200,180,6,1,0.865,2.179,25.1,12.7,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,dil,N,a,b,>10&<200,180,6,1,0.865,2.179,20.9,11.1,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,dil,N,a,c,>10&<200,180,6,1,0.865,2.179,24.2,11.7,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,dil,N,b,a,>10&<200,180,6,1,0.865,2.179,22.7,11.6,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,dil,N,b,b,>10&<200,180,6,1,0.865,2.179,23.2,11.8,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,dil,N,b,c,>10&<200,180,6,1,0.865,2.179,23.3,11.8,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,NoN,a,a,>10&<200,180,6,1,0.865,2.179,76.6,38.4,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,NoN,a,b,>10&<200,180,6,1,0.865,2.179,76.7,37.4,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,NoN,a,c,>10&<200,180,6,1,0.865,2.179,74.7,37.6,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,NoN,b,a,>10&<200,180,6,1,0.865,2.179,77.7,38.7,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,NoN,b,b,>10&<200,180,6,1,0.865,2.179,79.7,39.1,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,NoN,b,c,>10&<200,180,6,1,0.865,2.179,80.9,40,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,N,a,a,>10&<200,180,6,1,0.865,2.179,116,56.7,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,N,a,b,>10&<200,180,6,1,0.865,2.179,123,59.9,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,N,a,c,>10&<200,180,6,1,0.865,2.179,128,61.6,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,N,b,a,>10&<200,180,6,1,0.865,2.179,125,60,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,N,b,b,>10&<200,180,6,1,0.865,2.179,105,50.1,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220523,5/23/2022 7:20,5/23/2022 9:50,5/24/2022 8:15,15,15.1,TF,wsw,N,b,c,>10&<200,180,6,1,0.865,2.179,120,58.1,0.98,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20220601,6/1/2022 7:20,6/1/2022 9:40,6/2/2022 8:00,19,19.7,T0,dil,NA,NA,a,>0&<200,180,6,1,0.865,2.179,28.9,16.5,0.93,0.91,NaN,NaN,NaN,NaN,NaN,NaN
20220601,6/1/2022 7:20,6/1/2022 9:40,6/2/2022 8:00,19,19.7,T0,dil,NA,NA,b,>0&<200,180,6,1,0.865,2.179,28.1,16.3,0.93,0.91,NaN,NaN,NaN,NaN,NaN,NaN
20220601,6/1/2022 7:20,6/1/2022 9:40,6/2/2022 8:00,19,19.7,T0,dil,NA,NA,c,>0&<200,180,6,1,0.865,2.179,27.7,15.5,0.93,0.91,NaN,NaN,NaN,NaN,NaN,NaN
20220601,6/1/2022 7:20,6/1/2022 9:40,6/2/2022 8:00,19,19.7,T0,dil,NA,NA,a,>10&<200,180,6,1,0.865,2.179,14,7.4,0.93,0.91,NaN,NaN,NaN,NaN,NaN,NaN
20220601,6/1/2022 7:20,6/1/2022 9:40,6/2/2022 8:00,19,19.7,T0,dil,NA,NA,b,>10&<200,180,6,1,0.865,2.179,13.7,7.2,0.93,0.91,NaN,NaN,NaN,NaN,NaN,NaN
20220601,6/1/2022 7:20,6/1/2022 9:40,6/2/2022 8:00,19,19.7,T0,dil,NA,NA,c,>10&<200,180,6,1,0.865,2.179,14.6,7.6,0.93,0.91,NaN,NaN,NaN,NaN,NaN,NaN
20220601,6/1/2022 7:20,6/1/2022 9:40,6/2/2022 8:00,19,19.7,T0,wsw,NA,NA,a,>0&<200,180,6,1,0.865,2.179,115,63.7,0.93,0.91,NaN,NaN,NaN,NaN,NaN,NaN
